LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Gardens,Ocean View Farms Community Garden,3324,,S,Centinela,Ave,,,,,,,,"Los Angeles, CA 90066
(34.0142, -118.441)",CA,90066,,(310) 548-7675,11,34.014234,-118.441219
Public Computer Centers,Highland Park Recreation Center - Public Computer Center,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles, CA 90042
(34.1132, -118.188)",CA,90042,http://www.laparks.org/btop/lynda.htm,(213) 847-4875,1,34.113209,-118.187806
Parks,Elysian Park - Bishop Canyon,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0817, -118.235)",CA,90012,http://www.laparks.org/dos/parks/facility/bishopCanyonElysianPk.htm,(213) 485-5054,13,34.081707,-118.234692
Outdoor Fitness Equipment,4916 S. McKinley Avenue Pocket Park,4916,2-Jan,S,McKinley,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9988, -118.261)",CA,90011,,(310) 548-7675,9,33.998755,-118.260624
Swimming Pools - Summer,Highland Park Pool,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles, CA 90042
(34.1126, -118.189)",CA,90042,http://www.laparks.org/dos/aquatic/facility/highlandPool.htm,(323) 257-5924,1,34.112643,-118.188878
Recreation Centers,Evergreen Recreation Center,2844,,E,2nd,St,,,,,,,,"Los Angeles, CA 90033
(34.039, -118.203)",CA,90033,http://www.laparks.org/dos/reccenter/facility/evergreenRC.htm,(323) 262-0397,14,34.038954,-118.203476
Parks,Van Ness Park,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Recreation Centers,109th Street Recreation Center,1464,,E,109th,St,,,,,,,,"Los Angeles, CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Recreation Centers,Lemon Grove Recreation Center,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles, CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Open Space,Cahuenga Peak,3698,,W,Wonder View,Dr,,,,,,,,"Los Angeles, CA 90068
(34.1342, -118.335)",CA,90068,,(818) 243-6472,4,34.134173,-118.334606
Tennis Courts,Montecito Heights Tennis Courts,4545,,,Homer,St,,,,,,,,"Los Angeles, CA 90031
(34.0958, -118.204)",CA,90031,http://www.laparks.org/dos/reccenter/facility/montecitoHeightsRC.htm,(213) 485-5148,1,34.09578,-118.204152
Outdoor Fitness Equipment,Lincoln Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/facility/lincolnPk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Parks,Vineyard Park,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/reccenter/facility/vineyardRC.htm,(323) 732-2469,10,34.02828057,-118.34653
Public Computer Centers,Loren Miller Youth Center - Public Computer Center,2717,,,Halldale,Ave,,,,,,,,"Los Angeles, CA 90018
(34.0303, -118.303)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 734-1302,8,34.03026082,-118.3030305
Senior Centers,Vineyard Senior Citizen Center,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/senior/facility/vineyardSCC.htm,(323) 732-2469,10,34.02828057,-118.34653
Parks,York Boulevard Pocket Park,4948,,,York,Blvd,,,,,,,,"Los Angeles, CA 90042
(34.1214, -118.207)",CA,90042,,,1,34.121388,-118.207218
Parks,Green Meadows Park,431,,E,89th,St,,,,,,,,"Los Angeles, CA 90003
(33.9557, -118.267)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.95568832,-118.2672316
Public Computer Centers,Toberman Recreation Center - Public Computer Center,1725,,,Toberman,St,,,,,,,,"Los Angeles, CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/btop/lynda.htm,(213) 485-6896,1,34.03912821,-118.2787516
Parks,Vermont Square,1248,,W,47th,St,,,,,,,,"Los Angeles, CA 90037
(34.0006, -118.297)",CA,90037,http://www.laparks.org/dos/parks/facility/vermontsqPk.htm,(323) 296-1559,9,34.0005829,-118.2971828
Parks,Shatto Park,3191,,W,4th,St,,,,,,,,"Los Angeles, CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Parks,Prospect Park,,,,Echandia,St,,,,,Judson,St,,"Los Angeles, CA 90033
(34.0536, -118.217)",CA,90033,http://www.laparks.org/dos/parks/facility/prospectPk.htm,(323) 224-2315,14,34.05358,-118.216963
Outdoor Fitness Equipment,York Boulevard Pocket Park,4948,,,York,Blvd,,,,,,,,"Los Angeles, CA 90042
(34.1214, -118.207)",CA,90042,,,1,34.121388,-118.207218
Lakes,MacArthur Park Lake,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0581, -118.277)",CA,90057,http://www.laparks.org/dos/aquatic/facility/macArthurPkL.htm,(213) 368-0520,1,34.058107,-118.276802
Recreation Centers,Stoner Recreation Center,1835,,,Stoner,Ave,,,,,,,,"Los Angeles, CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Skate Parks,Gilbert W. Lindsay Skate Park,429,,E,42nd,Pl,,,,,,,,"Los Angeles, CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/parks/skateparks/gilbertLindsaySkatePk.htm,(323) 233-0552,9,34.00661929,-118.2677641
Parks,James Slauson Park,5300,,S,Compton,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.99462127,-118.2476422
Parks,Algin Sutton Park,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9579, -118.287)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957928,-118.286929
Outdoor Fitness Equipment,Lou Costello (Hostetter) Park,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Tennis Courts,Queen Anne Tennis Courts,1240,,,West,Blvd,,,,,,,,"Los Angeles, CA 90019
(34.0516, -118.332)",CA,90019,http://www.laparks.org/dos/reccenter/facility/queenAnneRC.htm,(323) 857-1180,10,34.051562,-118.332171
Parks,Valencia (Ross) Community Park,,,E,1st,St,,,,,Chicago,St,,"Los Angeles, CA 90033
(34.0448, -118.212)",CA,90033,http://www.laparks.org/dos/parks/facility/laniVestPocketPk.htm,(213) 485-4858,14,34.04480331,-118.2122865
Parks,Lemon Grove Park,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles, CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Parks,Baldwin Hills Park,5401,,,Highlight,Pl,,,,,,,,"Los Angeles, CA 90016
(34.0234, -118.365)",CA,90016,http://www.laparks.org/dos/reccenter/facility/baldwinHillsRC.htm,(323) 934-0746,10,34.02340135,-118.3646015
Tennis Courts,Stoner Tennis Courts,1835,,,Stoner,Ave,,,,,,,,"Los Angeles, CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Parks,Cypress Park,2630,,,Pepper,Ave,,,,,,,,"Los Angeles, CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,(213) 485-5384,1,34.0894357,-118.2255846
Universally Accessible Playgrounds,Rio De Los Angeles State Park,1900,,N,San Fernando,Rd,,,,,,,,"Los Angeles, CA 90065
(34.1011, -118.237)",CA,90065,http://www.laparks.org/dos/reccenter/facility/riodeLosAngeles.htm,(323) 276-3015,1,34.101135,-118.236579
Parks,Saint Andrews Park,8701,,,St. Andrews,Pl,,,,,,,,"Los Angeles, CA 90047
(33.9597, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/StAndrewsRC.htm,(213) 485-1751,8,33.95973995,-118.3114526
Parks,Carthay Circle Park,,,,McCarthy,Vis,,,,,Crescent Heights,,,"Los Angeles, CA 90048
(34.0614, -118.367)",CA,90048,http://www.laparks.org/dos/parks/facility/carthayCirclePk.htm,(323) 292-6622,5,34.061441,-118.367283
Tennis Courts,109th Street Tennis Courts,1464,,E,109th,St,,,,,,,,"Los Angeles, CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Tennis Courts,Barrington Tennis Courts,333,,S,Barrington,Ave,,,,,,,,"Los Angeles, CA 90049
(34.0614, -118.469)",CA,90049,http://www.laparks.org/dos/reccenter/facility/barringtonRC.htm,(310) 476-4866,11,34.06137723,-118.4686951
Recreation Centers,Baldwin Hills Recreation Center,5401,,,Highlight,Pl,,,,,,,,"Los Angeles, CA 90016
(34.0241, -118.364)",CA,90016,http://www.laparks.org/dos/reccenter/facility/baldwinHillsRC.htm,(323) 934-0746,10,34.024067,-118.364103
Parks,Lou Costello (Hostetter) Park,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Recreation Centers,Toberman Recreation Center,1725,,,Toberman,St,,,,,,,,"Los Angeles, CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Recreation Centers,Ramona Gardens Recreation Center,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles, CA 90033
(34.057, -118.195)",CA,90033,http://www.laparks.org/dos/reccenter/facility/ramonagardensRC.htm,(213) 847-2961,14,34.056954,-118.194894
Parks,Ross Snyder Park,1501,,E,41st,St,,,,,,,,"Los Angeles, CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Outdoor Fitness Equipment,76th Street Pocket Park,833,,W,76th,St,,,,,,,,"Los Angeles, CA 90044
(33.971, -118.288)",CA,90044,,(310) 548-7675,8,33.971023,-118.288267
Public Computer Centers,Saint Andrews Recreation Center - Public Computer Center,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles, CA 90047
(33.9588, -118.311)",CA,90047,http://www.laparks.org/btop/lynda.htm,(213) 485-1751,8,33.95882144,-118.3112791
Swimming Pools - Summer,Algin Sutton Pool,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9573, -118.287)",CA,90044,http://www.laparks.org/dos/aquatic/facility/alginSuttonPool.htm,(323) 789-2826,8,33.95731216,-118.2868671
Parks,Ramona Gardens Park,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles, CA 90033
(34.057, -118.195)",CA,90033,http://www.laparks.org/dos/parks/facility/ramonaGardensPk.htm,(213) 847-2961,14,34.056954,-118.194894
Parks,Saint James Park,20,,S,St. James,Park,,,,,,,,"Los Angeles, CA 90007
(34.0317, -118.28)",CA,90007,http://www.laparks.org/dos/parks/facility/stJamesPk.htm,(310) 548-7675,1,34.03168,-118.27974
Universally Accessible Playgrounds,Benny H. Potter West Adams Avenues Memorial Park,2413,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90018
(34.035, -118.319)",CA,90018,http://www.laparks.org/dos/parks/facility/bennyHPotterPk.htm,(323) 373-9483,10,34.035039,-118.318677
Tennis Courts,John Quimby Park Tennis Courts,7008,,,De Soto,Ave,,,,,,,,"Los Angeles, CA 91306
(34.1991, -118.588)",CA,91306,http://www.laparks.org/dos/parks/facility/quimbyJPk.htm,(818) 883-6641,3,34.199133,-118.5877
Recreation Centers,Jackie Tatum / Harvard Recreation Center,1535,,W,62nd,St,,,,,,,,"Los Angeles, CA 90047
(33.9386, -118.304)",CA,90047,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,(323) 778-2579,8,33.93857,-118.303829
Skate Parks,Lafayette Skate Park,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles, CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/parks/skateparks/lafayetteSkatePk.htm,(213) 384-0562,10,34.06211618,-118.282875
Parks,Washington Irving Pocket Park,4103,,W,Washington,Blvd,,,,,,,,"Los Angeles, CA 90018
(34.0401, -118.329)",CA,90018,http://www.laparks.org/dos/parks/facility/washingtonIrvingPk.htm,(310) 548-7675,10,34.040104,-118.328586
Tennis Courts,Lincoln Park Tennis Courts,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0676, -118.199)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnParkRC.htm,(213) 847-1726,1,34.067618,-118.199275
Outdoor Fitness Equipment,James Slauson Recreation Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9942, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.994156,-118.247682
Parks,South L.A. Wetlands Park,5413,,S,Avalon,Blvd,,,,,,,,"Los Angeles, CA 90011
(33.9933, -118.265)",CA,90011,,(310) 548-7675,9,33.993268,-118.265355
Parks,Toberman Park,1725,,,Toberman,St,,,,,,,,"Los Angeles, CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Parks,MacArthur Park,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0604, -118.277)",CA,90057,http://www.laparks.org/dos/parks/facility/macArthurPk.htm,(213) 368-0520,1,34.06035058,-118.2770864
Parks,Angeles Mesa Park,4726,,W,8th,Ave,,,,,,,,"Los Angeles, CA 90043
(34.0003, -118.326)",CA,90043,http://www.laparks.org/dos/parks/facility/angelesMesaPk.htm,(310) 548-7675,8,34.00025,-118.32561
Public Computer Centers,Downey Youth Center - Public Computer Center,219,,S,Ave 18,,,,,,,,,"Los Angeles, CA 90031
(34.0709, -118.222)",CA,90031,http://www.laparks.org/btop/lynda.htm,(323) 225-7100,1,34.070938,-118.222326
Outdoor Fitness Equipment,Wall Street Community Park,8620,,,Wall,St,,,,,,,,"Los Angeles, CA 90003
(33.9595, -118.272)",CA,90003,,,9,33.959532,-118.271566
Senior Centers,Mount Carmel Senior Citizen Center,7020,,S,Figueroa,St,,,,,,,,"Los Angeles, CA 90003
(33.9759, -118.283)",CA,90003,http://www.laparks.org/dos/senior/facility/mountCarmelSCC.htm,(323) 758-8716,8,33.97586797,-118.2825128
Tennis Courts,Rancho Cienega - Arthur Ashe Tennis Courts,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0219, -118.35)",CA,90016,http://www.laparks.org/dos/sports/tennis/facility/arthurasheTC.htm,(323) 290-3141,10,34.02193,-118.34971
Outdoor Fitness Equipment,Norman O. Houston Park,4800,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(33.9989, -118.358)",CA,90008,http://www.laparks.org/dos/parks/facility/houstonNOPk.htm,(323) 291-5928,8,33.998907,-118.357772
Recreation Centers,South Park Recreation Center,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.997417,-118.267651
Recreation Centers,Rancho Cienega - Ira C. Massey Youth Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0224, -118.351)",CA,90016,http://www.laparks.org/dos/reccenter/facility/ranchocienegaRC.htm,(323) 290-2330,10,34.02235,-118.350784
Recreation Centers,Ramon D. Garcia Msgr. Recreation Center,1016,,S,Fresno,St,,,,,,,,"Los Angeles, CA 90023
(34.0275, -118.207)",CA,90023,http://www.laparks.org/dos/reccenter/facility/ramonGarciaRC.htm,(323) 265-4755,14,34.027534,-118.206502
Recreation Centers,Ramona Hall Community Center,4580,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90065
(34.0979, -118.205)",CA,90065,http://www.laparks.org/dos/reccenter/facility/ramonahallCRC.htm,(323) 276-3021,1,34.097865,-118.205115
Recreation Centers,Elysian Valley Recreation Center,1811,,,Ripple,St,,,,,,,,"Los Angeles, CA 90039
(34.0991, -118.245)",CA,90039,http://www.laparks.org/dos/reccenter/facility/elysianValleyRC.htm,(323) 666-5058,13,34.099148,-118.245058
Parks,Rolland Curtis Park,1287,,W,38th,St,,,,,,,,"Los Angeles, CA 90037
(34.0166, -118.3)",CA,90037,http://www.laparks.org/dos/parks/facility/curtisRolandPk.htm,(310) 548-7675,8,34.016615,-118.300007
Parks,Moon Canyon Park,911,,N,Museum,Dr,,,,,,,,"Los Angeles, CA 90065
(34.1084, -118.214)",CA,90065,http://www.laparks.org/dos/parks/facility/moonCynPk.htm,(323) 225-0370,1,34.108427,-118.213926
Parks,4916 S. McKinley Avenue Pocket Park,4916,2-Jan,S,McKinley,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9988, -118.261)",CA,90011,,(310) 548-7675,9,33.998755,-118.260624
Outdoor Fitness Equipment,Garvanza Park,6240,,,Meridian,St,,,,,,,,"Los Angeles, CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/facility/garvanzaPk.htm,(323) 255-0370,14,34.12007,-118.179944
Parks,Leslie N. Shaw Park,2250,,W,Jefferson,Blvd,,,,,,,,"Los Angeles, CA 90018
(34.0258, -118.32)",CA,90018,http://www.laparks.org/dos/parks/facility/shawLNPk.htm,(323) 233-4772,10,34.025814,-118.319733
Recreation Centers,Alpine Recreation Center,817,,,Yale,St,,,,,,,,"Los Angeles, CA 90012
(34.0637, -118.241)",CA,90012,http://www.laparks.org/dos/reccenter/facility/alpineRC.htm,(213) 485-5448,1,34.06372912,-118.240742
Parks,Juntos Park,3135,,,Drew,St,,,,,,,,"Los Angeles, CA 90064
(34.1183, -118.246)",CA,90064,http://www.laparks.org/dos/parks/facility/juntosPk.htm,(213) 485-1310,13,34.11830364,-118.2455792
Outdoor Fitness Equipment,61st Street Pocket Park,139,,E,61,St,,,,,,,,"Los Angeles, CA 90003
(33.9845, -118.272)",CA,90003,,(310) 548-7675,9,33.984504,-118.272468
Parks,Garvanza Park,6240,,,Meridian,St,,,,,,,,"Los Angeles, CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/facility/garvanzaPk.htm,(323) 255-0370,14,34.12007,-118.179944
Parks,Westchester Park,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles, CA 90045
(33.9596, -118.415)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.959629,-118.415188
Recreation Centers,Glassell Park Recreation Center,3650,,,Verdugo,Rd,,,,,,,,"Los Angeles, CA 90065
(34.1162, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 257-1863,1,34.116158,-118.233593
Recreation Centers,Algin Sutton Recreation Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957778,-118.285546
Senior Centers,EXPO Center / Ahmanson Senior Citizen Center,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.0116, -118.29)",CA,90037,http://www.laparks.org/dos/senior/facility/ahmansonEPICC.htm,(213) 763-0118,9,34.011553,-118.289849
Senior Centers,Lou Costello (Hostetter) Senior Citizen Center,3121,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0208, -118.211)",CA,90023,http://www.laparks.org/dos/senior/facility/costelloSCC.htm,(213) 485-9143,14,34.020799,-118.210992
Lakes,Ernest E. Debs Lake,4235,,,Monterey,Rd,,,,,,,,"Los Angeles, CA 90032
(34.0915, -118.194)",CA,90032,http://www.laparks.org/dos/aquatic/facility/debslake.htm,(213) 485-5054,1,34.091471,-118.193514
Parks,Budd Weiner Park,4301,,,Via Marisol,,,,,,Via Colina,,,"Los Angeles, CA 90032
(34.0979, -118.184)",CA,90032,http://www.laparks.org/dos/parks/facility/buddWeinerPk.htm,(323) 225-3329,14,34.09794,-118.18389
Parks,105th Street Pocket Park,609,,W,105th,St,,,,,,,,"Los Angeles, CA 90044
(33.9409, -118.285)",CA,90044,,(310) 548-7675,8,33.940919,-118.285253
Public Computer Centers,Cypress Recreation Center - Public Computer Center,2630,,,Pepper,Ave,,,,,,,,"Los Angeles, CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/btop/lynda.htm,(213) 485-5384,1,34.0894357,-118.2255846
Parks,San Vicente Mountain Park,17500,,,Mulholland,Dr,,,,,,,,"Los Angeles, CA 90272
(34.1286, -118.513)",CA,90272,http://www.laparks.org/dos/parks/facility/sanVicenteMtnPk.htm,(310) 840-2187,11,34.128635,-118.513031
Parks,City Hall Park,200,,N,Spring,St,,,,,,,,"Los Angeles, CA 90012
(34.053, -118.244)",CA,90012,http://www.laparks.org/dos/parks/facility/cityHallPk.htm,(213) 972-0500,14,34.05305,-118.243749
Tennis Courts,Hazard Tennis Courts,2230,,,Norfolk,St,,,,,,,,"Los Angeles, CA 90033
(34.0607, -118.201)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hazardRC.htm,(213) 485-6839,14,34.06067723,-118.2008547
Parks,South Park,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.99664406,-118.268573
Public Computer Centers,Jordan Downs Recreation Center - Public Computer Center,9900,,,Grape,St,,,,,,,,"Los Angeles, CA 90002
(33.9461, -118.237)",CA,90002,http://www.laparks.org/btop/lynda.htm,(213) 485-1835,15,33.94612146,-118.2365773
Parks,Griffith Park - Park Center,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1342, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/parkCenter.htm,(323) 644-2050,4,34.134213,-118.282994
Recreation Centers,Palms Recreation Center,2950,,,Overland,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0329, -118.418)",CA,90064,http://www.laparks.org/dos/reccenter/facility/palmsRC.htm,(310) 838-3838,5,34.03286932,-118.4177271
Tennis Courts,Jackie Tatum / Harvard Tennis Courts,1535,,W,62nd,St,,,,,,,,"Los Angeles, CA 90047
(33.9833, -118.304)",CA,90047,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,(323) 778-2579,8,33.98334823,-118.303593
Public Computer Centers,Rancho Cienega Sports Center - Public Computer Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0222, -118.352)",CA,90016,http://www.laparks.org/btop/lynda.htm,(323) 290-2663,10,34.022242,-118.351645
Parks,Norman O. Houston Park,4800,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(33.9989, -118.358)",CA,90008,http://www.laparks.org/dos/parks/facility/houstonNOPk.htm,(323) 291-5928,8,33.998907,-118.357772
Outdoor Fitness Equipment,Pan Pacific Park,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/parks/facility/panPacificPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Parks,Madison West Park,464,,N,Madison,Ave,,,,,,,,"Los Angeles, CA 90004
(34.0797, -118.289)",CA,90004,http://www.laparks.org/dos/parks/facility/madisonPk.htm,(323) 664-1407,13,34.079685,-118.288537
Public Computer Centers,Glassell Park Youth Center -  Public Computer Center,2727,,,Crestmore,Pl,,,,,,,,"Los Angeles, CA 90065
(34.1148, -118.234)",CA,90065,http://www.laparks.org/btop/lynda.htm,(323) 341-5681,1,34.11484802,-118.233719
Parks,Wall Street Community Park,8620,,,Wall,St,,,,,,,,"Los Angeles, CA 90003
(33.9595, -118.272)",CA,90003,,,9,33.959532,-118.271566
Recreation Centers,Highland Park Recreation Center,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles, CA 90042
(34.1132, -118.188)",CA,90042,http://www.laparks.org/dos/reccenter/facility/highlandParkRC.htm,(213) 847-4875,1,34.113209,-118.187806
Swimming Pools - Year Round,Fremont High School Indoor Pool,7630,,,Towne,Ave,,,,,,,,"Los Angeles, CA 90003
(33.9705, -118.267)",CA,90003,http://www.laparks.org/dos/aquatic/facility/fremontPool.htm,(213) 847-3401,9,33.97048775,-118.2672221
Recreation Centers,EXPO Center / Ralph M. Parsons Preschool,841,,,Martin Luther King,Blvd,,,,,,,,"Los Angeles, CA 90037
(34.0116, -118.289)",CA,90037,http://www.laparks.org/dos/childcare/facility/ralphMParsonCC.htm,(213) 763-3100,9,34.0116,-118.288775
Parks,Pershing Square,530,,S,Olive,St,,,,,,,,"Los Angeles, CA 90012
(34.0486, -118.253)",CA,90012,http://www.laparks.org/pershingsquare/index.html,(213) 847-4970,14,34.04856,-118.25348
Rental Facilities,Friendship Auditorium,3201,,,Riverside,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1142, -118.269)",CA,90027,http://www.laparks.org/dos/reservations/friendshipauditorium.htm,(323) 665-1154,4,34.114185,-118.268981
Parks,Normandie Park,1550,,S,Normandie,Ave,,,,,,,,"Los Angeles, CA 90006
(34.0446, -118.3)",CA,90006,http://www.laparks.org/dos/reccenter/facility/normandieRC.htm,(323) 737-1181,1,34.04455488,-118.3001516
Parks,Hoover-Gage Mini Park,,,,Hoover,St,,,,,Gage,St,,"Los Angeles, CA 90044
(33.9822, -118.287)",CA,90044,http://www.laparks.org/dos/parks/facility/hooverGagePk.htm,(213) 346-7395,9,33.982185,-118.287465
Swimming Pools - Year Round,EXPO Center / LA 84 / John C. Argue Swim Stadium,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.0122, -118.29)",CA,90037,http://www.laparks.org/dos/aquatic/facility/aaf_JohnArguePool.htm,(213) 763-0129,9,34.012241,-118.290106
Recreation Centers,Hazard Recreation Center,2230,,,Norfolk,St,,,,,,,,"Los Angeles, CA 90033
(34.0603, -118.201)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hazardRC.htm,(213) 485-6839,14,34.060295,-118.200702
Recreation Centers,Hollywood Recreation Center,1122,,,Cole,Ave,,,,,,,,"Los Angeles, CA 90038
(34.0917, -118.33)",CA,90038,http://www.laparks.org/dos/reccenter/facility/hollywoodRC.htm,(323) 467-6847,13,34.091656,-118.329641
Parks,Ramona Hall Park,4580,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90065
(34.0977, -118.206)",CA,90065,http://www.laparks.org/dos/reccenter/facility/ramonahallCRC.htm,(323) 276-3021,1,34.09770325,-118.2058522
